#separator:Comma
#html:true
"option (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">選項、可供選擇的餐點</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈɑpʃən/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The lunch set gives you three <b style=""color:#3b82f6;"">options</b> for the main course.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you offer any gluten-free <b style=""color:#10b981;"">options</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>形容詞 optional＝可選的、非必要的。</div></div>"
"check (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">帳單（美式）</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/tʃɛk/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Could we get the <b style=""color:#3b82f6;"">check</b> when you have a moment?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I have the <b style=""color:#10b981;"">check</b>, please?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義：美式餐廳帳單說 check，英式說 bill。</div></div>"
"split the bill","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">分攤帳單</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/splɪt ðə ˈbɪl/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Shall we <b style=""color:#3b82f6;"">split the bill</b> three ways?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Could we <b style=""color:#10b981;"">split the bill</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>同義說法 go Dutch；請服務生分開結帳可說 Separate checks, please.</div></div>"
"leftovers (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">剩菜</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈlɛftˌovɚz/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We packed the <b style=""color:#3b82f6;"">leftovers</b> and had them for lunch.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I take the <b style=""color:#10b981;"">leftovers</b> home?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>恆用複數；要打包盒可說 Could I get a to-go box?</div></div>"
"high chair (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">幼兒餐椅</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈhaɪ ˌtʃɛr/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Could we get a <b style=""color:#3b82f6;"">high chair</b> for our toddler?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have <b style=""color:#10b981;"">high chairs</b> for children?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>是固定名詞，不是「很高的椅子」。</div></div>"
"dress code (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">服裝規定</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈdrɛs ˌkod/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The restaurant has a strict <b style=""color:#3b82f6;"">dress code</b> — no shorts.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Is there a <b style=""color:#10b981;"">dress code</b> for the restaurant?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>常見等級：casual、smart casual、business casual、formal。</div></div>"
"chilly (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">微冷的、涼颼颼的</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈtʃɪli/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>It gets <b style=""color:#3b82f6;"">chilly</b> near the window at night.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>It's a bit <b style=""color:#10b981;"">chilly</b> here. Could we move to another table?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>與 chili（辣椒）幾乎同音，只能靠語境分辨。</div></div>"
"go with","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">與…相配（餐點與酒水）</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈgo wɪð/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>A crisp white wine <b style=""color:#3b82f6;"">goes well with</b> grilled fish.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Could you recommend a good wine to <b style=""color:#10b981;"">go with</b> my meal?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>同義 pair with、match；常插入 well 加強。</div></div>"
"gluten-free (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">無麩質的</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈglutn̩ ˌfri/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>They bake a <b style=""color:#3b82f6;"">gluten-free</b> version of every dessert.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you offer any <b style=""color:#10b981;"">gluten-free</b> options?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>-free 構詞家族：sugar-free、dairy-free、nut-free、alcohol-free。</div></div>"
"appetizer (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">開胃菜</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈæpəˌtaɪzɚ/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We ordered three <b style=""color:#3b82f6;"">appetizers</b> to share before the mains.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>We would like to start with some <b style=""color:#10b981;"">appetizers</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>源自 appetite（食慾）；英式菜單多用 starter。</div></div>"
"starter (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">前菜、開胃菜（英式）</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈstɑrtɚ/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The soup makes a good <b style=""color:#3b82f6;"">starter</b> on a cold night.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can you recommend a <b style=""color:#10b981;"">starter</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義：菜單上指第一道菜，與「起動裝置、發起者」無關。</div></div>"
"soup of the day","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">今日例湯</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈsup əv ðə ˈde/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">soup of the day</b> is roasted pumpkin.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's the <b style=""color:#10b981;"">soup of the day</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>同構說法：catch of the day、special of the day。</div></div>"
"skim milk (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">脫脂牛奶</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈskɪm ˌmɪlk/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I always order my latte with <b style=""color:#3b82f6;"">skim milk</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'd like my coffee with <b style=""color:#10b981;"">skim milk</b>, please.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>skim 原意「撇去表層油脂」；英式作 skimmed milk。</div></div>"
"happy hour (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">酒水優惠時段</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈhæpi ˌaʊr/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span><b style=""color:#3b82f6;"">Happy hour</b> runs from five to seven on weekdays.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Is there a <b style=""color:#10b981;"">happy hour</b> menu?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>通常是傍晚的折扣時段，實際長度未必只有一小時。</div></div>"
"refill (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 4px;"">續杯、再加一杯</div><div style=""font-size:.85em;color:#9ca3af;margin:0 0 14px;"">/ˈriˌfɪl/</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Coffee <b style=""color:#3b82f6;"">refills</b> are free all day.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I get a <b style=""color:#10b981;"">refill</b> on my drink?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>名詞重音在前 /ˈriˌfɪl/，動詞在後 /riˈfɪl/。</div></div>"
