#separator:Comma
#html:true
"suggest (v.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">建議</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>What do you <b style=""color:#3b82f6;"">suggest</b> we do?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'm looking for something light. What do you <b style=""color:#10b981;"">suggest</b>?</div></div>"
"appetizer / starter (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">開胃菜(appetizer 美式;starter 英式)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We ordered two <b style=""color:#3b82f6;"">appetizers</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>We would like to start with some <b style=""color:#10b981;"">appetizers</b>. / Can you recommend a starter?</div></div>"
"main course (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">主菜</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">main course</b> was lamb.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I have the salad as my <b style=""color:#10b981;"">main course</b>?</div></div>"
"side dish / a side of… (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">配菜</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Rice is a common <b style=""color:#3b82f6;"">side dish</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I have <b style=""color:#10b981;"">a side of</b> fries with that?</div></div>"
"portion (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(一人)份量</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">portions</b> here are huge.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>How big are the <b style=""color:#10b981;"">portions</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>half portion 半份、tasting portion 試吃份</div></div>"
"specials (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">今日特餐</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The waiter listed the <b style=""color:#3b82f6;"">specials</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What are today's <b style=""color:#10b981;"">specials</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>另有 daily special、chef's special</div></div>"
"specialty (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">招牌菜、特色菜</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Seafood is their <b style=""color:#3b82f6;"">specialty</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'd like to try a local <b style=""color:#10b981;"">specialty</b>. / What's the <b style=""color:#10b981;"">specialty</b> of the house?</div></div>"
"signature (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">招牌的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>This is her <b style=""color:#3b82f6;"">signature</b> dish.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's your <b style=""color:#10b981;"">signature</b> cocktail?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義:本義「簽名」→ 代表作</div></div>"
"catch of the day","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">今日鮮魚</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">catch of the day</b> is salmon.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's the <b style=""color:#10b981;"">catch of the day</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>catch 熟字生義:漁獲</div></div>"
"platter (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">拼盤</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We shared a cheese <b style=""color:#3b82f6;"">platter</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's in the seafood <b style=""color:#10b981;"">platter</b>?</div></div>"
"substitute (v.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">替換</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>You can <b style=""color:#3b82f6;"">substitute</b> butter with oil.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I <b style=""color:#10b981;"">substitute</b> the fries with a salad?</div></div>"
"in advance","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">事先、提前</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Book at least a week <b style=""color:#3b82f6;"">in advance</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we order the cake <b style=""color:#10b981;"">in advance</b> for a birthday?</div></div>"
"overview (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">概要、簡介</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>He gave an <b style=""color:#3b82f6;"">overview</b> of the plan.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we get a quick <b style=""color:#10b981;"">overview</b> of the specials?</div></div>"
"allergic (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">過敏的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>She's <b style=""color:#3b82f6;"">allergic</b> to cats.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'm <b style=""color:#10b981;"">allergic</b> to peanuts.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>固定搭配 be allergic to;名詞 allergy(Can you accommodate food allergies?)</div></div>"
"contain (v.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">含有</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>This drink <b style=""color:#3b82f6;"">contains</b> caffeine.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Does this dish <b style=""color:#10b981;"">contain</b> any peanuts?</div></div>"
"dairy (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">乳製品</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I avoid <b style=""color:#3b82f6;"">dairy</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can you make this dish without <b style=""color:#10b981;"">dairy</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>dairy-free 不含乳製品</div></div>"
"lactose intolerant","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">乳糖不耐的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Many adults are <b style=""color:#3b82f6;"">lactose intolerant</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I forgot to mention I'm <b style=""color:#10b981;"">lactose intolerant</b>.</div></div>"
"gluten-free (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">無麩質的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>sugar-free gum 無糖口香糖</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you offer any <b style=""color:#10b981;"">gluten-free</b> options? / Can you ensure our dishes are nut-free?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>「-free」= 不含…:nut-free、dairy-free、sugar-free</div></div>"
"vegetarian (n./adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">素食者(的)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>He became a <b style=""color:#3b82f6;"">vegetarian</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'm a <b style=""color:#10b981;"">vegetarian</b>. Do you have <b style=""color:#10b981;"">vegetarian</b> options?</div></div>"
"vegan (n./adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">純素(蛋奶也不吃)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The cake is 100% <b style=""color:#3b82f6;"">vegan</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have any <b style=""color:#10b981;"">vegan</b> desserts?</div></div>"
"organic (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">有機的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We buy <b style=""color:#3b82f6;"">organic</b> vegetables.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you serve <b style=""color:#10b981;"">organic</b> food?</div></div>"
"medium rare","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(牛排)三分熟</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I like my steak <b style=""color:#3b82f6;"">medium rare</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'll have the steak <b style=""color:#10b981;"">medium rare</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>熟度:rare → medium rare → medium → medium well → well-done</div></div>"
"oily (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">油膩的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Fried food is <b style=""color:#3b82f6;"">oily</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'd like my meal to be less <b style=""color:#10b981;"">oily</b>.</div></div>"
"light (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">清淡的、輕食的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I want a <b style=""color:#3b82f6;"">light</b> lunch.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'm looking for something <b style=""color:#10b981;"">light</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義:不只「輕的」</div></div>"
"hearty (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(餐點)豐盛的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We had a <b style=""color:#3b82f6;"">hearty</b> breakfast.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What are your best options for a <b style=""color:#10b981;"">hearty</b> meal?</div></div>"
